market,week_index,week_start,sessions,fragrance_orders,fragrance_revenue,conversion_rate,average_order_value,revenue_per_session,paid_media_index,promo_intensity,new_visitor_share,pilot_market,post_launch,digital_feature_available,weeks_from_launch
France,6,2025-02-17,161286,4576,352326.26,0.028371960368537875,76.99,2.1845,94.72,0.2269,0.4092,0,0,0,-59
France,7,2025-02-24,154817,5004,379746.06,0.03232203181821118,75.89,2.4529,102.4,0.2681,0.4634,0,0,0,-58
France,8,2025-03-03,161264,5401,397765.7,0.03349166583986506,73.65,2.4665,107.39,0.2149,0.4612,0,0,0,-57
France,9,2025-03-10,148334,5521,515027.04,0.0372200574379441,93.29,3.4721,106.6,0.231,0.4535,0,0,0,-56
France,10,2025-03-17,143066,4722,348170.53,0.0330057455999329,73.73,2.4336,105.34,0.273,0.4167,0,0,0,-55
France,11,2025-03-24,145367,4539,341518.62,0.03122441819670214,75.24,2.3494,103.02,0.2167,0.4643,0,0,0,-54
France,12,2025-03-31,146974,5017,411414.83,0.03413528923483065,82.0,2.7992,102.93,0.2291,0.4591,0,0,0,-53
France,13,2025-04-07,156403,4398,340811.76,0.028119665223812842,77.49,2.1791,106.22,0.2546,0.466,0,0,0,-52
France,14,2025-04-14,169238,5809,419035.46,0.034324442501093136,72.14,2.476,105.95,0.218,0.4462,0,0,0,-51
France,15,2025-04-21,160592,4828,419260.13,0.030063764072930158,86.84,2.6107,106.37,0.2438,0.4699,0,0,0,-50
France,16,2025-04-28,160706,4589,350531.21,0.02855524995955347,76.39,2.1812,98.02,0.2387,0.4361,0,0,0,-49
France,17,2025-05-05,157273,4776,352491.38,0.03036757739726463,73.8,2.2413,103.64,0.2449,0.4641,0,0,0,-48
France,18,2025-05-12,162282,5001,361273.12,0.03081672643916146,72.24,2.2262,118.55,0.2567,0.4575,0,0,0,-47
France,19,2025-05-19,161265,5786,428087.62,0.03587883297677735,73.99,2.6546,106.6,0.212,0.4595,0,0,0,-46
France,20,2025-05-26,159805,5238,416609.08,0.03277744751415788,79.54,2.607,107.11,0.2295,0.4541,0,0,0,-45
France,21,2025-06-02,152308,5073,376179.68,0.03330750846967986,74.15,2.4699,100.42,0.2278,0.4465,0,0,0,-44
France,22,2025-06-09,156071,4699,364833.8,0.030108091830000447,77.64,2.3376,111.36,0.2506,0.4746,0,0,0,-43
France,23,2025-06-16,164131,4941,390434.84,0.030104002290853037,79.02,2.3788,98.85,0.2337,0.4518,0,0,0,-42
France,24,2025-06-23,143003,4092,314729.32,0.028614784305224367,76.91,2.2009,102.7,0.2089,0.4297,0,0,0,-41
France,25,2025-06-30,157716,4152,316124.39,0.026325800806512974,76.14,2.0044,92.38,0.1998,0.4262,0,0,0,-40
France,26,2025-07-07,166879,5107,407521.6,0.03060301176301392,79.8,2.442,108.81,0.1972,0.4362,0,0,0,-39
France,27,2025-07-14,164422,4209,329337.0,0.02559876415564827,78.25,2.003,100.6,0.1865,0.4179,0,0,0,-38
France,28,2025-07-21,147376,3746,280683.21,0.025417978503962654,74.93,1.9045,101.76,0.2039,0.4452,0,0,0,-37
France,29,2025-07-28,157029,4569,344472.34,0.029096536308579946,75.39,2.1937,101.28,0.2144,0.4305,0,0,0,-36
France,30,2025-08-04,146565,4165,311370.67,0.028417425715552825,74.76,2.1245,97.73,0.1861,0.4281,0,0,0,-35
France,31,2025-08-11,155028,4794,371433.54,0.030923446087158447,77.48,2.3959,107.4,0.1949,0.4447,0,0,0,-34
France,32,2025-08-18,147256,4000,315669.5,0.027163579073178682,78.92,2.1437,97.89,0.2016,0.4147,0,0,0,-33
France,33,2025-08-25,161492,4891,390997.19,0.03028632997300176,79.94,2.4212,90.97,0.2224,0.3956,0,0,0,-32
France,34,2025-09-01,155346,4913,374238.55,0.0316261764062158,76.17,2.4091,94.14,0.213,0.444,0,0,0,-31
France,35,2025-09-08,163319,3901,295445.13,0.023885769567533476,75.74,1.809,93.77,0.2055,0.3999,0,0,0,-30
France,36,2025-09-15,151188,4446,309572.35,0.029407095801254068,69.63,2.0476,93.2,0.1863,0.4081,0,0,0,-29
France,37,2025-09-22,140850,3968,325114.25,0.02817181398651047,81.93,2.3082,101.08,0.2175,0.4273,0,0,0,-28
France,38,2025-09-29,144926,4468,324814.04,0.030829526792984004,72.7,2.2412,95.3,0.2174,0.4431,0,0,0,-27
France,39,2025-10-06,152446,4312,331656.23,0.028285425658921847,76.91,2.1756,89.12,0.2144,0.4268,0,0,0,-26
France,40,2025-10-13,136492,4055,319292.72,0.02970870087624183,78.74,2.3393,89.41,0.1951,0.4268,0,0,0,-25
France,41,2025-10-20,145778,3876,317419.41,0.026588374103088258,81.89,2.1774,87.67,0.1942,0.4116,0,0,0,-24
France,42,2025-10-27,137032,3528,258749.4,0.025745811197384554,73.34,1.8882,93.85,0.1726,0.4017,0,0,0,-23
France,43,2025-11-03,153796,3999,338536.04,0.02600197664438607,84.66,2.2012,93.46,0.2313,0.4168,0,0,0,-22
France,44,2025-11-10,160522,4956,346089.93,0.030874272685364,69.83,2.156,88.8,0.2165,0.4209,0,0,0,-21
France,45,2025-11-17,176442,5053,348893.96,0.02863830607225037,69.05,1.9774,102.3,0.2675,0.4406,0,0,0,-20
France,46,2025-11-24,164573,5722,410587.73,0.03476876522880424,71.76,2.4949,97.71,0.2361,0.4177,0,0,0,-19
France,47,2025-12-01,185256,5901,467452.08,0.031853219328928616,79.22,2.5233,104.48,0.2703,0.4114,0,0,0,-18
France,48,2025-12-08,201269,8993,750460.36,0.044681495908460815,83.45,3.7286,118.72,0.2606,0.4277,0,0,0,-17
France,49,2025-12-15,156657,4793,374314.81,0.030595504829021365,78.1,2.3894,111.18,0.2354,0.4091,0,0,0,-16
France,50,2025-12-22,174467,6910,529760.85,0.03960634389311446,76.67,3.0365,105.14,0.2562,0.4062,0,0,0,-15
France,51,2025-12-29,165523,5001,396443.94,0.03021332382810848,79.27,2.3951,110.62,0.2694,0.4401,0,0,0,-14
France,52,2026-01-05,163139,5428,435522.39,0.03327224023685323,80.24,2.6696,98.99,0.1945,0.4341,0,0,0,-13
France,53,2026-01-12,146372,4585,327008.83,0.031324296996693354,71.32,2.2341,91.02,0.2216,0.4475,0,0,0,-12
France,54,2026-01-19,163165,4904,375898.34,0.030055465326509975,76.65,2.3038,98.38,0.2107,0.4207,0,0,0,-11
France,55,2026-01-26,152788,4835,420276.42,0.03164515537869466,86.92,2.7507,106.89,0.2358,0.4515,0,0,0,-10
France,56,2026-02-02,165876,5364,416433.28,0.0323374086667149,77.63,2.5105,108.53,0.2348,0.4541,0,0,0,-9
France,57,2026-02-09,162536,4693,347228.08,0.028873603386326722,73.99,2.1363,105.11,0.2615,0.446,0,0,0,-8
France,58,2026-02-16,168780,4978,455229.88,0.02949401587865861,91.45,2.6972,114.91,0.2291,0.4478,0,0,0,-7
France,59,2026-02-23,157708,5384,448267.59,0.03413904177340401,83.26,2.8424,115.26,0.219,0.4158,0,0,0,-6
France,60,2026-03-02,147616,4555,360382.39,0.030857088662475614,79.12,2.4414,114.52,0.2441,0.424,0,0,0,-5
France,61,2026-03-09,159933,4665,356426.7,0.02916846429442329,76.4,2.2286,107.06,0.2213,0.4769,0,0,0,-4
France,62,2026-03-16,180624,7034,550546.56,0.038942776153778016,78.27,3.048,109.76,0.2243,0.4543,0,0,0,-3
France,63,2026-03-23,180551,6072,493774.48,0.03363038698207155,81.32,2.7348,106.54,0.245,0.4786,0,0,0,-2
France,64,2026-03-30,174798,4952,420528.6,0.028329843590887766,84.92,2.4058,105.28,0.2518,0.4698,0,0,0,-1
France,65,2026-04-06,169804,5481,459231.12,0.03227839155732492,83.79,2.7045,112.45,0.2361,0.4662,0,1,0,0
France,66,2026-04-13,160901,5754,527159.22,0.03576112019191925,91.62,3.2763,116.64,0.2056,0.4818,0,1,0,1
France,67,2026-04-20,160316,5660,478755.38,0.03530527208762694,84.59,2.9863,106.73,0.2267,0.4615,0,1,0,2
France,68,2026-04-27,172310,5452,420799.19,0.03164064766989728,77.18,2.4421,115.76,0.2662,0.4719,0,1,0,3
France,69,2026-05-04,145013,4281,316923.79,0.029521491176653127,74.03,2.1855,104.38,0.2458,0.4384,0,1,0,4
France,70,2026-05-11,164359,5359,425758.62,0.03260545513175427,79.45,2.5904,103.4,0.2204,0.4768,0,1,0,5
France,71,2026-05-18,168612,5566,432478.73,0.033010699119872845,77.7,2.5649,111.72,0.1881,0.4511,0,1,0,6
France,72,2026-05-25,169509,5162,415601.59,0.030452660330719902,80.51,2.4518,102.62,0.2543,0.4829,0,1,0,7
France,73,2026-06-01,169938,6047,494081.55,0.03558356577104591,81.71,2.9074,96.89,0.2331,0.4271,0,1,0,8
France,74,2026-06-08,164830,5575,448963.23,0.03382272644542862,80.53,2.7238,101.45,0.2211,0.46,0,1,0,9
France,75,2026-06-15,159146,5557,449764.53,0.034917622811757754,80.94,2.8261,107.54,0.234,0.4481,0,1,0,10
France,76,2026-06-22,156916,5259,420957.38,0.03351474674348059,80.05,2.6827,93.35,0.2345,0.4354,0,1,0,11
France,77,2026-06-29,152615,4539,358168.0,0.02974150640500606,78.91,2.3469,95.46,0.2495,0.4427,0,1,0,12
France,78,2026-07-06,167925,5363,476276.26,0.031936876581807355,88.81,2.8362,106.13,0.2039,0.4441,0,1,0,13
France,79,2026-07-13,162335,5692,428131.86,0.03506329503803862,75.22,2.6373,95.95,0.2316,0.4409,0,1,0,14
France,80,2026-07-20,166302,4706,367595.6,0.028297915839857607,78.11,2.2104,98.4,0.252,0.4081,0,1,0,15
France,81,2026-07-27,158442,4456,364435.9,0.02812385604827003,81.79,2.3001,95.45,0.2289,0.4411,0,1,0,16
France,82,2026-08-03,169676,4863,368698.95,0.028660505905372592,75.82,2.173,94.96,0.1841,0.4379,0,1,0,17
France,83,2026-08-10,155995,4806,352807.61,0.030808679765377097,73.41,2.2617,103.42,0.2104,0.4424,0,1,0,18
France,84,2026-08-17,140100,4062,287731.9,0.02899357601713062,70.84,2.0538,87.39,0.1973,0.4197,0,1,0,19
France,85,2026-08-24,156248,4293,327874.33,0.027475551687061596,76.37,2.0984,105.34,0.2102,0.4534,0,1,0,20
France,86,2026-08-31,142619,4097,296152.67,0.028726887721832295,72.29,2.0765,92.33,0.212,0.4035,0,1,0,21
France,87,2026-09-07,161489,5148,370802.18,0.03187833227030943,72.03,2.2961,89.73,0.208,0.4134,0,1,0,22
France,88,2026-09-14,163770,4189,326608.67,0.02557855529095683,77.97,1.9943,92.78,0.1603,0.4038,0,1,0,23
France,89,2026-09-21,161892,5012,375070.61,0.03095891087885751,74.83,2.3168,89.8,0.1955,0.4175,0,1,0,24
France,90,2026-09-28,156946,4918,380577.34,0.03133561862041721,77.38,2.4249,92.23,0.2098,0.3991,0,1,0,25
France,91,2026-10-05,150811,4041,313358.53,0.02679512767636313,77.54,2.0778,99.33,0.1825,0.419,0,1,0,26
France,92,2026-10-12,162882,4737,376600.99,0.029082403212141304,79.5,2.3121,91.83,0.1856,0.4353,0,1,0,27
France,93,2026-10-19,164590,4334,340253.15,0.026332097940336596,78.51,2.0673,92.01,0.1908,0.422,0,1,0,28
France,94,2026-10-26,157143,4979,385762.26,0.03168451665043941,77.48,2.4548,95.45,0.1877,0.4141,0,1,0,29
France,95,2026-11-02,175033,5409,444585.17,0.030902744053978394,82.19,2.54,101.52,0.2127,0.4146,0,1,0,30
France,96,2026-11-09,153848,4698,352892.61,0.030536633560397274,75.12,2.2938,96.35,0.2208,0.4349,0,1,0,31
France,97,2026-11-16,165713,5046,422430.62,0.030450236251832987,83.72,2.5492,101.12,0.2471,0.4231,0,1,0,32
France,98,2026-11-23,156362,5650,452522.98,0.03613409907778105,80.09,2.8941,113.12,0.2431,0.4199,0,1,0,33
France,99,2026-11-30,174167,5591,444214.89,0.032101373968662264,79.45,2.5505,108.88,0.256,0.4006,0,1,0,34
France,100,2026-12-07,176175,7120,583756.46,0.04041436072087413,81.99,3.3135,104.03,0.2573,0.4667,0,1,0,35
France,101,2026-12-14,185093,6148,468112.14,0.033215734792779845,76.14,2.5291,103.83,0.2811,0.4312,0,1,0,36
France,102,2026-12-21,173051,6097,450099.26,0.03523238813991251,73.82,2.601,111.25,0.2853,0.4404,0,1,0,37
France,103,2026-12-28,168132,5825,463931.11,0.0346453976637404,79.64,2.7593,105.94,0.2589,0.4421,0,1,0,38
Germany,0,2025-01-06,195759,5494,434738.36,0.028065120888439356,79.13,2.2208,98.19,0.1792,0.3952,0,0,0,-65
Germany,1,2025-01-13,189870,5613,472812.84,0.029562332121978195,84.24,2.4902,101.97,0.2011,0.3707,0,0,0,-64
Germany,2,2025-01-20,187855,5921,502680.73,0.03151899071092066,84.9,2.6759,92.15,0.1876,0.3805,0,0,0,-63
Germany,3,2025-01-27,189706,5994,503617.37,0.031596259475187925,84.02,2.6547,98.45,0.1813,0.3673,0,0,0,-62
Germany,4,2025-02-03,186558,5961,506614.96,0.03195252950824944,84.99,2.7156,100.63,0.1873,0.3865,0,0,0,-61
Germany,5,2025-02-10,200984,5774,476820.38,0.02872865501731481,82.58,2.3724,108.68,0.1701,0.364,0,0,0,-60
Germany,6,2025-02-17,198080,6422,508954.92,0.03242124394184168,79.25,2.5694,102.95,0.2101,0.4263,0,0,0,-59
Germany,7,2025-02-24,192396,6264,530321.15,0.0325578494355392,84.66,2.7564,97.32,0.1828,0.4203,0,0,0,-58
Germany,8,2025-03-03,190122,6365,527207.25,0.03347850327684329,82.83,2.773,104.13,0.2038,0.3917,0,0,0,-57
Germany,9,2025-03-10,193991,6075,509844.87,0.03131588578851596,83.93,2.6282,111.74,0.1818,0.3901,0,0,0,-56
Germany,10,2025-03-17,191554,5768,470180.7,0.030111613435375925,81.52,2.4546,98.11,0.1822,0.3834,0,0,0,-55
Germany,11,2025-03-24,180738,5241,437107.63,0.028997775785944296,83.4,2.4185,100.76,0.1687,0.3939,0,0,0,-54
Germany,12,2025-03-31,198457,6314,515711.75,0.03181545624492963,81.68,2.5986,104.08,0.1712,0.4082,0,0,0,-53
Germany,13,2025-04-07,182419,5653,464383.8,0.030989096530514914,82.15,2.5457,106.23,0.2252,0.4222,0,0,0,-52
Germany,14,2025-04-14,198035,5920,499840.96,0.02989370565809074,84.43,2.524,106.25,0.1619,0.3805,0,0,0,-51
Germany,15,2025-04-21,189112,5916,468699.34,0.03128304919835864,79.23,2.4784,103.94,0.1991,0.4156,0,0,0,-50
Germany,16,2025-04-28,194406,5652,471170.93,0.029073176753803893,83.36,2.4236,111.23,0.1975,0.389,0,0,0,-49
Germany,17,2025-05-05,186602,5107,391500.3,0.02736840977052765,76.66,2.098,105.5,0.1828,0.4056,0,0,0,-48
Germany,18,2025-05-12,181893,4949,407860.38,0.0272083037829933,82.41,2.2423,107.94,0.1908,0.4066,0,0,0,-47
Germany,19,2025-05-19,180010,5064,414324.0,0.028131770457196822,81.82,2.3017,95.04,0.2058,0.3788,0,0,0,-46
Germany,20,2025-05-26,179983,4744,378699.38,0.026358044926465277,79.83,2.1041,109.62,0.1932,0.3848,0,0,0,-45
Germany,21,2025-06-02,165983,4627,384711.02,0.027876348782706662,83.14,2.3178,98.37,0.1979,0.4082,0,0,0,-44
Germany,22,2025-06-09,184308,5002,411842.33,0.02713935369056145,82.34,2.2345,95.12,0.178,0.3498,0,0,0,-43
Germany,23,2025-06-16,172888,4322,363775.08,0.024998843181713016,84.17,2.1041,93.71,0.1905,0.3899,0,0,0,-42
Germany,24,2025-06-23,173691,4633,350544.16,0.02667380578153157,75.66,2.0182,93.91,0.1884,0.3727,0,0,0,-41
Germany,25,2025-06-30,174920,4284,345808.1,0.024491195975302995,80.72,1.977,102.85,0.1734,0.3914,0,0,0,-40
Germany,26,2025-07-07,175753,4540,340950.93,0.025831706997889083,75.1,1.9399,93.72,0.1822,0.3904,0,0,0,-39
Germany,27,2025-07-14,172810,4516,349564.48,0.02613274694751461,77.41,2.0228,97.53,0.1588,0.3746,0,0,0,-38
Germany,28,2025-07-21,179227,4257,349380.76,0.02375200165153688,82.07,1.9494,103.97,0.1681,0.371,0,0,0,-37
Germany,29,2025-07-28,174812,4305,337949.33,0.024626455849712833,78.5,1.9332,87.7,0.1449,0.3769,0,0,0,-36
Germany,30,2025-08-04,173674,4308,342177.2,0.024805094602531177,79.43,1.9702,98.81,0.1789,0.3845,0,0,0,-35
Germany,31,2025-08-11,171754,3968,326191.9,0.023102809832667652,82.21,1.8992,99.06,0.1667,0.3631,0,0,0,-34
Germany,32,2025-08-18,179064,4136,302845.65,0.023097886789081,73.22,1.6913,90.72,0.1738,0.36,0,0,0,-33
Germany,33,2025-08-25,172112,3931,310857.35,0.022839778748721763,79.08,1.8061,92.11,0.1738,0.3678,0,0,0,-32
Germany,34,2025-09-01,176406,4240,346995.79,0.024035463646361235,81.84,1.967,90.75,0.1543,0.3678,0,0,0,-31
Germany,35,2025-09-08,175128,4283,348512.96,0.024456397606322233,81.37,1.99,84.11,0.1613,0.3519,0,0,0,-30
Germany,36,2025-09-15,173155,4393,337575.43,0.025370332938696543,76.84,1.9496,89.6,0.1685,0.3522,0,0,0,-29
Germany,37,2025-09-22,164904,4215,342121.86,0.025560326007859117,81.17,2.0747,89.07,0.188,0.356,0,0,0,-28
Germany,38,2025-09-29,172313,4340,344452.15,0.025186724158943317,79.37,1.999,83.51,0.1513,0.3476,0,0,0,-27
Germany,39,2025-10-06,182278,4397,346325.88,0.024122494212137503,78.76,1.9,91.9,0.1649,0.3828,0,0,0,-26
Germany,40,2025-10-13,185594,4907,383453.11,0.026439432309234134,78.14,2.0661,88.28,0.1691,0.3536,0,0,0,-25
Germany,41,2025-10-20,173411,4544,362618.47,0.026203643367491106,79.8,2.0911,92.56,0.1729,0.359,0,0,0,-24
Germany,42,2025-10-27,193148,4949,421693.96,0.02562283844513016,85.21,2.1833,96.34,0.1614,0.3728,0,0,0,-23
Germany,43,2025-11-03,174419,4837,384491.78,0.027732070473973594,79.49,2.2044,96.64,0.182,0.3507,0,0,0,-22
Germany,44,2025-11-10,180019,5323,424966.1,0.029569101039334737,79.84,2.3607,98.27,0.208,0.3591,0,0,0,-21
Germany,45,2025-11-17,182845,5688,472202.72,0.031108315786595203,83.02,2.5825,102.59,0.207,0.3541,0,0,0,-20
Germany,46,2025-11-24,194603,5915,503073.2,0.030395214873357553,85.05,2.5851,109.17,0.1969,0.3695,0,0,0,-19
Germany,47,2025-12-01,193493,5918,476155.69,0.030585085765376524,80.46,2.4608,108.29,0.1888,0.3877,0,0,0,-18
Germany,48,2025-12-08,193587,6137,516826.63,0.03170150888231131,84.21,2.6697,112.44,0.1981,0.3533,0,0,0,-17
Germany,49,2025-12-15,204891,6332,534244.09,0.030904236886930125,84.37,2.6075,113.49,0.2167,0.3675,0,0,0,-16
Germany,50,2025-12-22,203069,6804,560480.07,0.03350585269046482,82.38,2.76,98.12,0.2053,0.3821,0,0,0,-15
Germany,51,2025-12-29,204946,6772,566668.95,0.03304285031178945,83.68,2.765,103.69,0.2173,0.3756,0,0,0,-14
Germany,52,2026-01-05,200935,5980,467640.16,0.029760867942369422,78.2,2.3273,101.3,0.2094,0.3837,0,0,0,-13
Germany,53,2026-01-12,199679,6294,541375.64,0.03152059054782927,86.01,2.7112,97.45,0.1561,0.3805,0,0,0,-12
Germany,54,2026-01-19,202402,6140,546107.64,0.030335668619875297,88.94,2.6981,103.5,0.1794,0.3839,0,0,0,-11
Germany,55,2026-01-26,201248,6486,545480.64,0.03222889171569407,84.1,2.7105,94.77,0.1813,0.3828,0,0,0,-10
Germany,56,2026-02-02,188259,5966,489675.85,0.03169038399226597,82.08,2.6011,105.62,0.2015,0.4176,0,0,0,-9
Germany,57,2026-02-09,197415,6401,544879.37,0.0324240812501583,85.12,2.7601,102.3,0.1726,0.4038,0,0,0,-8
Germany,58,2026-02-16,212140,7034,583913.68,0.03315734892052418,83.01,2.7525,98.0,0.1871,0.3966,0,0,0,-7
Germany,59,2026-02-23,186223,5740,487980.94,0.030823260284712415,85.01,2.6204,104.22,0.1963,0.386,0,0,0,-6
Germany,60,2026-03-02,205731,6777,573917.07,0.032941073537775055,84.69,2.7896,105.95,0.2131,0.3874,0,0,0,-5
Germany,61,2026-03-09,207512,6603,550187.32,0.03181984656309033,83.32,2.6514,98.49,0.2359,0.4044,0,0,0,-4
Germany,62,2026-03-16,201819,6560,570760.21,0.032504372730020464,87.01,2.8281,115.17,0.2243,0.3866,0,0,0,-3
Germany,63,2026-03-23,200298,6350,550905.46,0.03170276288330388,86.76,2.7504,110.49,0.1898,0.4007,0,0,0,-2
Germany,64,2026-03-30,192479,6275,501559.8,0.032600959065664306,79.93,2.6058,95.69,0.2215,0.3975,0,0,0,-1
Germany,65,2026-04-06,207719,6910,572935.49,0.03326609506111622,82.91,2.7582,105.4,0.189,0.4094,0,1,0,0
Germany,66,2026-04-13,197135,6871,574329.76,0.034854287670885435,83.59,2.9134,95.54,0.1494,0.3768,0,1,0,1
Germany,67,2026-04-20,195742,6373,533645.27,0.03255816329658428,83.74,2.7263,112.65,0.2188,0.4095,0,1,0,2
Germany,68,2026-04-27,183649,6509,518538.16,0.03544261063223867,79.66,2.8235,100.68,0.2004,0.4013,0,1,0,3
Germany,69,2026-05-04,200542,6345,506846.14,0.03163925761187183,79.88,2.5274,103.37,0.2063,0.3997,0,1,0,4
Germany,70,2026-05-11,199015,6104,500939.06,0.030671054945607117,82.07,2.5171,101.02,0.1749,0.3716,0,1,0,5
Germany,71,2026-05-18,193644,5582,451529.15,0.028826093243271157,80.89,2.3317,98.73,0.2131,0.3979,0,1,0,6
Germany,72,2026-05-25,191514,5865,465626.82,0.030624392994768008,79.39,2.4313,94.08,0.2052,0.3911,0,1,0,7
Germany,73,2026-06-01,190186,4949,394389.2,0.026021894356051446,79.69,2.0737,101.33,0.1986,0.4177,0,1,0,8
Germany,74,2026-06-08,177795,4896,388779.8,0.02753733232093141,79.41,2.1867,95.69,0.2078,0.3822,0,1,0,9
Germany,75,2026-06-15,192119,4844,380734.38,0.025213539524981912,78.6,1.9818,104.15,0.1849,0.3758,0,1,0,10
Germany,76,2026-06-22,184924,4814,378064.86,0.026032315978456014,78.53,2.0444,86.78,0.2057,0.3968,0,1,0,11
Germany,77,2026-06-29,181302,4910,407171.39,0.02708188547285744,82.93,2.2458,100.38,0.1817,0.411,0,1,0,12
Germany,78,2026-07-06,185427,4919,381125.78,0.026527959790106078,77.48,2.0554,92.87,0.1798,0.379,0,1,0,13
Germany,79,2026-07-13,171882,4869,387200.87,0.02832757356791287,79.52,2.2527,94.69,0.1801,0.3675,0,1,0,14
Germany,80,2026-07-20,179941,4593,368039.48,0.025525033205328413,80.13,2.0453,96.06,0.166,0.3975,0,1,0,15
Germany,81,2026-07-27,174354,4529,371624.91,0.025975888135632105,82.05,2.1314,101.27,0.1715,0.3808,0,1,0,16
Germany,82,2026-08-03,193631,4741,385772.7,0.02448471577381721,81.37,1.9923,94.54,0.1922,0.3792,0,1,0,17
Germany,83,2026-08-10,187991,4710,360940.11,0.025054390901692102,76.63,1.92,94.68,0.1664,0.3468,0,1,0,18
Germany,84,2026-08-17,175715,4681,348026.07,0.02663972910679225,74.35,1.9806,90.4,0.1849,0.3605,0,1,0,19
Germany,85,2026-08-24,187783,4670,373021.68,0.024869130858490917,79.88,1.9865,86.22,0.1798,0.3547,0,1,0,20
Germany,86,2026-08-31,175753,4306,354116.16,0.02450029302487013,82.24,2.0149,87.65,0.144,0.3761,0,1,0,21
Germany,87,2026-09-07,181665,4846,368271.17,0.026675474086918227,75.99,2.0272,93.0,0.1668,0.3858,0,1,0,22
Germany,88,2026-09-14,169034,4416,353584.27,0.02612492161340322,80.07,2.0918,91.24,0.1595,0.3742,0,1,0,23
Germany,89,2026-09-21,183051,4782,379311.99,0.026123867118999625,79.32,2.0722,86.75,0.2026,0.3886,0,1,0,24
Germany,90,2026-09-28,190645,5357,463659.52,0.02809934695376223,86.55,2.4321,95.53,0.1551,0.3445,0,1,0,25
Germany,91,2026-10-05,184672,4728,365583.99,0.025602148674406515,77.32,1.9796,93.98,0.1638,0.3703,0,1,0,26
Germany,92,2026-10-12,184519,4587,377327.15,0.0248592285889258,82.26,2.0449,87.98,0.1577,0.3761,0,1,0,27
Germany,93,2026-10-19,193711,5219,450002.7,0.02694219739715349,86.22,2.3231,86.75,0.1708,0.3789,0,1,0,28
Germany,94,2026-10-26,193028,5707,455488.68,0.029565658868143482,79.81,2.3597,100.46,0.1602,0.3622,0,1,0,29
Germany,95,2026-11-02,187438,5075,422666.39,0.0270756196715714,83.28,2.255,96.63,0.1761,0.382,0,1,0,30
Germany,96,2026-11-09,199407,5957,484751.24,0.0298735751503207,81.38,2.431,91.98,0.1917,0.3765,0,1,0,31
Germany,97,2026-11-16,200001,6274,544306.23,0.03136984315078425,86.76,2.7215,95.52,0.1867,0.3665,0,1,0,32
Germany,98,2026-11-23,195415,6267,535466.94,0.03207020955402605,85.44,2.7402,106.89,0.2253,0.3629,0,1,0,33
Germany,99,2026-11-30,204021,6472,540002.75,0.031722224672950335,83.44,2.6468,113.79,0.2198,0.3596,0,1,0,34
Germany,100,2026-12-07,203789,7162,601310.89,0.03514419325871367,83.96,2.9507,104.67,0.2213,0.3651,0,1,0,35
Germany,101,2026-12-14,222341,7662,638069.68,0.03446058081955195,83.28,2.8698,110.58,0.2334,0.3547,0,1,0,36
Germany,102,2026-12-21,198919,6712,597375.25,0.033742377550661326,89.0,3.0031,98.93,0.2145,0.3692,0,1,0,37
Germany,103,2026-12-28,219452,7456,653082.0,0.03397553907004721,87.59,2.976,103.16,0.1983,0.3876,0,1,0,38
Japan,0,2025-01-06,137130,3522,318618.02,0.025683657842922775,90.47,2.3235,97.75,0.186,0.3248,0,0,0,-65
Japan,1,2025-01-13,140416,3460,306337.37,0.024641066545123064,88.54,2.1816,90.35,0.1514,0.3524,0,0,0,-64
Japan,2,2025-01-20,140310,3549,326667.1,0.025293991875133634,92.04,2.3282,107.28,0.1413,0.3408,0,0,0,-63
Japan,3,2025-01-27,129782,3511,348507.18,0.027053058205298117,99.26,2.6853,94.72,0.1827,0.3266,0,0,0,-62
Japan,4,2025-02-03,143980,3629,320211.29,0.025204889567995555,88.24,2.224,92.75,0.1954,0.3538,0,0,0,-61
Japan,5,2025-02-10,130932,3633,335014.37,0.027747227568508843,92.21,2.5587,103.8,0.1654,0.3583,0,0,0,-60
Japan,6,2025-02-17,136845,3609,325482.96,0.026372903650115093,90.19,2.3785,102.39,0.1821,0.3161,0,0,0,-59
Japan,7,2025-02-24,140624,4071,353974.08,0.028949539196723176,86.95,2.5172,95.12,0.1899,0.3098,0,0,0,-58
Japan,8,2025-03-03,144630,3821,360634.64,0.026419138491322686,94.38,2.4935,108.69,0.1703,0.3445,0,0,0,-57
Japan,9,2025-03-10,142281,3980,378379.04,0.02797281436031515,95.07,2.6594,95.46,0.1839,0.3628,0,0,0,-56
Japan,10,2025-03-17,130677,3733,363313.51,0.028566618456193515,97.32,2.7802,111.99,0.1851,0.3737,0,0,0,-55
Japan,11,2025-03-24,139476,4305,398473.33,0.0308655252516562,92.56,2.8569,112.4,0.1962,0.3438,0,0,0,-54
Japan,12,2025-03-31,136476,3552,340317.01,0.02602655411940561,95.81,2.4936,107.95,0.1724,0.3435,0,0,0,-53
Japan,13,2025-04-07,135092,3820,334760.15,0.028277026026707727,87.63,2.478,96.25,0.212,0.3653,0,0,0,-52
Japan,14,2025-04-14,124060,3440,305190.22,0.027728518458810254,88.72,2.46,105.41,0.1713,0.3489,0,0,0,-51
Japan,15,2025-04-21,145428,3785,319305.21,0.026026624859036774,84.36,2.1956,103.4,0.1928,0.3222,0,0,0,-50
Japan,16,2025-04-28,136413,3760,351366.95,0.02756335539867901,93.45,2.5758,106.56,0.2174,0.3258,0,0,0,-49
